gwas,specificity_id,conditional_annotation,annotation,tau,se,pvalue
BMI_UKBB_Loh2018,tabula_muris,Brain_Non-Myeloid.oligodendrocyte_precursor_cell,Marrow.granulocyte,2.2243612635332615e-10,4.7344638328720204e-09,0.4812636566276499
BMI_UKBB_Loh2018,tabula_muris,Brain_Non-Myeloid.oligodendrocyte_precursor_cell,Bladder.bladder_cell,1.4167741056998846e-10,4.0908502307898464e-09,0.4861862915364087
BMI_UKBB_Loh2018,tabula_muris,Brain_Non-Myeloid.oligodendrocyte_precursor_cell,Marrow.immature_B_cell,1.3611522203466307e-10,4.945720842968677e-09,0.4890217696499066
BMI_UKBB_Loh2018,tabula_muris,Brain_Non-Myeloid.oligodendrocyte_precursor_cell,Kidney.leukocyte,1.8645148374388543e-10,7.830850990973919e-09,0.4905021366535576
BMI_UKBB_Loh2018,tabula_muris,Brain_Non-Myeloid.oligodendrocyte_precursor_cell,Marrow.immature_NK_T_cell,6.55472362871025e-11,5.89896500539653e-09,0.4955671841085107
BMI_UKBB_Loh2018,tabula_muris,Brain_Non-Myeloid.oligodendrocyte_precursor_cell,Pancreas.pancreatic_stellate_cell,3.8579298532960255e-11,5.056018073940202e-09,0.4969559515493254
BMI_UKBB_Loh2018,tabula_muris,Brain_Non-Myeloid.oligodendrocyte_precursor_cell,Brain_Non-Myeloid.oligodendrocyte_precursor_cell,-3.30348903179046e-07,516933886.79683566,0.5000000000000002
BMI_UKBB_Loh2018,tabula_muris,Brain_Non-Myeloid.oligodendrocyte_precursor_cell,Pancreas.leukocyte,-4.104258475372251e-10,7.554874731103143e-09,0.5216622678229409
BMI_UKBB_Loh2018,tabula_muris,Brain_Non-Myeloid.oligodendrocyte_precursor_cell,Heart.unknown_cell_type,-5.065393043612803e-10,5.334954240731071e-09,0.5378216422648379
BMI_UKBB_Loh2018,tabula_muris,Brain_Non-Myeloid.oligodendrocyte_precursor_cell,Pancreas.pancreatic_ductal_cell,-7.512074195690339e-10,4.630837186019265e-09,0.5644331004591283
BMI_UKBB_Loh2018,tabula_muris,Brain_Non-Myeloid.oligodendrocyte_precursor_cell,Kidney.macrophage,-1.9578082540006306e-09,7.369274667567503e-09,0.6047539972208088
BMI_UKBB_Loh2018,tabula_muris,Brain_Non-Myeloid.oligodendrocyte_precursor_cell,Skin.keratinocyte_stem_cell,-1.5015837896223354e-09,5.1780071386269125e-09,0.6140890532971914
BMI_UKBB_Loh2018,tabula_muris,Brain_Non-Myeloid.oligodendrocyte_precursor_cell,Marrow.pre-natural_killer_cell,-1.934270038765774e-09,6.410766883518342e-09,0.6185680397203734
BMI_UKBB_Loh2018,tabula_muris,Brain_Non-Myeloid.oligodendrocyte_precursor_cell,Lung.classical_monocyte,-2.1317203323542584e-09,7.0136166204427615e-09,0.6194132907263112
BMI_UKBB_Loh2018,tabula_muris,Brain_Non-Myeloid.oligodendrocyte_precursor_cell,Liver.natural_killer_cell,-2.1469157977485804e-09,6.859997612929973e-09,0.6228450800561967
BMI_UKBB_Loh2018,tabula_muris,Brain_Non-Myeloid.oligodendrocyte_precursor_cell,Fat.B_cell,-2.537089827414741e-09,6.383409986090561e-09,0.6544823784420037
BMI_UKBB_Loh2018,tabula_muris,Brain_Non-Myeloid.oligodendrocyte_precursor_cell,Lung.unknown_cell_type,-3.373757538440077e-09,7.1895362347945886e-09,0.6805578880237989
BMI_UKBB_Loh2018,tabula_muris,Brain_Non-Myeloid.oligodendrocyte_precursor_cell,Trachea.blood_cell,-2.4324539153937148e-09,5.097754163504978e-09,0.6833765700930342
BMI_UKBB_Loh2018,tabula_muris,Brain_Non-Myeloid.oligodendrocyte_precursor_cell,Trachea.epithelial_cell,-2.0821662310170723e-09,4.0407345243188934e-09,0.6968262023114926
BMI_UKBB_Loh2018,tabula_muris,Brain_Non-Myeloid.oligodendrocyte_precursor_cell,Mammary_Gland.luminal_epithelial_cell_of_mammary_gland,-2.385342913695088e-09,4.542290725363978e-09,0.7002573981759648
BMI_UKBB_Loh2018,tabula_muris,Brain_Non-Myeloid.oligodendrocyte_precursor_cell,Lung.B_cell,-4.244570427655967e-09,7.971932970349653e-09,0.702789114700491
BMI_UKBB_Loh2018,tabula_muris,Brain_Non-Myeloid.oligodendrocyte_precursor_cell,Marrow.immature_natural_killer_cell,-3.537617323958771e-09,6.47960128943635e-09,0.7074540368241667
BMI_UKBB_Loh2018,tabula_muris,Brain_Non-Myeloid.oligodendrocyte_precursor_cell,Limb_Muscle.B_cell,-4.029776784387812e-09,7.319732443010344e-09,0.7090241304404451
BMI_UKBB_Loh2018,tabula_muris,Brain_Non-Myeloid.oligodendrocyte_precursor_cell,Brain_Myeloid.macrophage,-3.5835428900798218e-09,6.444163821582185e-09,0.710925749872986
BMI_UKBB_Loh2018,tabula_muris,Brain_Non-Myeloid.oligodendrocyte_precursor_cell,Brain_Myeloid.microglial_cell,-2.6811979136397326e-09,4.701467653345582e-09,0.7157593392711908
BMI_UKBB_Loh2018,tabula_muris,Brain_Non-Myeloid.oligodendrocyte_precursor_cell,Marrow.granulocyte_monocyte_progenitor_cell,-3.034802515911452e-09,5.2844151417151405e-09,0.7171152203834943
BMI_UKBB_Loh2018,tabula_muris,Brain_Non-Myeloid.oligodendrocyte_precursor_cell,Fat.mesenchymal_stem_cell_of_adipose,-2.5915976898525524e-09,4.3006621395572614e-09,0.7266140352705295
BMI_UKBB_Loh2018,tabula_muris,Brain_Non-Myeloid.oligodendrocyte_precursor_cell,Tongue.keratinocyte,-2.7013435040396622e-09,4.331146302814504e-09,0.7335882613429257
BMI_UKBB_Loh2018,tabula_muris,Brain_Non-Myeloid.oligodendrocyte_precursor_cell,Marrow.late_pro-B_cell,-2.876281589129057e-09,4.2902126199509866e-09,0.7487077219191357
BMI_UKBB_Loh2018,tabula_muris,Brain_Non-Myeloid.oligodendrocyte_precursor_cell,Trachea.mesenchymal_cell,-2.9686602834573908e-09,4.1159261484995935e-09,0.764625771014948
BMI_UKBB_Loh2018,tabula_muris,Brain_Non-Myeloid.oligodendrocyte_precursor_cell,Large_Intestine.large_intestine_goblet_cell,-2.67689822924564e-09,3.6880721424181373e-09,0.7660272420584757
BMI_UKBB_Loh2018,tabula_muris,Brain_Non-Myeloid.oligodendrocyte_precursor_cell,Marrow.monocyte,-3.8978316991660875e-09,5.319885296146645e-09,0.7681265210872015
BMI_UKBB_Loh2018,tabula_muris,Brain_Non-Myeloid.oligodendrocyte_precursor_cell,Kidney.kidney_collecting_duct_epithelial_cell,-5.385786576227124e-09,7.219678544462284e-09,0.7721623758967884
BMI_UKBB_Loh2018,tabula_muris,Brain_Non-Myeloid.oligodendrocyte_precursor_cell,Lung.epithelial_cell_of_lung,-3.871729174765591e-09,5.143390367362282e-09,0.7742023794749001
BMI_UKBB_Loh2018,tabula_muris,Brain_Non-Myeloid.oligodendrocyte_precursor_cell,Trachea.endothelial_cell,-3.9674198577990375e-09,5.144100303966251e-09,0.7797224905997562
BMI_UKBB_Loh2018,tabula_muris,Brain_Non-Myeloid.oligodendrocyte_precursor_cell,Heart.myofibroblast_cell,-3.734893931587024e-09,4.673999434285558e-09,0.7878776437307442
BMI_UKBB_Loh2018,tabula_muris,Brain_Non-Myeloid.oligodendrocyte_precursor_cell,Liver.Kupffer_cell,-5.727209439586671e-09,7.147832992365038e-09,0.7885068689729955
BMI_UKBB_Loh2018,tabula_muris,Brain_Non-Myeloid.oligodendrocyte_precursor_cell,Liver.endothelial_cell_of_hepatic_sinusoid,-4.4506395779041105e-09,5.061544256476019e-09,0.8103819518169428
BMI_UKBB_Loh2018,tabula_muris,Brain_Non-Myeloid.oligodendrocyte_precursor_cell,Limb_Muscle.lymphocyte,-7.340887810291141e-09,7.743637680855876e-09,0.8284326198237846
BMI_UKBB_Loh2018,tabula_muris,Brain_Non-Myeloid.oligodendrocyte_precursor_cell,Mammary_Gland.basal_cell,-4.694194911102703e-09,4.88275947471679e-09,0.8318198232243099
BMI_UKBB_Loh2018,tabula_muris,Brain_Non-Myeloid.oligodendrocyte_precursor_cell,Pancreas.endothelial_cell,-5.488373722317161e-09,5.690757686606513e-09,0.8325864039670375
BMI_UKBB_Loh2018,tabula_muris,Brain_Non-Myeloid.oligodendrocyte_precursor_cell,Marrow.precursor_B_cell,-4.214633492028768e-09,4.350674993078447e-09,0.8336602753631505
BMI_UKBB_Loh2018,tabula_muris,Brain_Non-Myeloid.oligodendrocyte_precursor_cell,Heart.leukocyte,-5.4231048063999405e-09,5.494589636061115e-09,0.8381762197799081
BMI_UKBB_Loh2018,tabula_muris,Brain_Non-Myeloid.oligodendrocyte_precursor_cell,Brain_Non-Myeloid.endothelial_cell,-4.723172044752687e-09,4.773915625908513e-09,0.8387590874995513
BMI_UKBB_Loh2018,tabula_muris,Brain_Non-Myeloid.oligodendrocyte_precursor_cell,Limb_Muscle.T_cell,-5.7606153336818855e-09,5.762008572131508e-09,0.8412862311131108
BMI_UKBB_Loh2018,tabula_muris,Brain_Non-Myeloid.oligodendrocyte_precursor_cell,Skin.stem_cell_of_epidermis,-5.103205577254258e-09,4.872158269960905e-09,0.8525474966763084
BMI_UKBB_Loh2018,tabula_muris,Brain_Non-Myeloid.oligodendrocyte_precursor_cell,Marrow.regulatory_T_cell,-7.489468845944679e-09,6.721290457328527e-09,0.8674226692552766
BMI_UKBB_Loh2018,tabula_muris,Brain_Non-Myeloid.oligodendrocyte_precursor_cell,Fat.myeloid_cell,-6.10253936885558e-09,5.436480060667596e-09,0.86917858321162
BMI_UKBB_Loh2018,tabula_muris,Brain_Non-Myeloid.oligodendrocyte_precursor_cell,Lung.stromal_cell,-4.932509245774419e-09,4.311108366834569e-09,0.8737170996549319
BMI_UKBB_Loh2018,tabula_muris,Brain_Non-Myeloid.oligodendrocyte_precursor_cell,Heart.erythrocyte,-5.5305027893413125e-09,4.805942332152218e-09,0.8750852178519996
BMI_UKBB_Loh2018,tabula_muris,Brain_Non-Myeloid.oligodendrocyte_precursor_cell,Lung.myeloid_cell,-7.2788931747882364e-09,6.2764146360052274e-09,0.8769188989502261
BMI_UKBB_Loh2018,tabula_muris,Brain_Non-Myeloid.oligodendrocyte_precursor_cell,Thymus.DN1_thymic_pro-T_cell,-7.704829832365245e-09,6.5265516987438846e-09,0.8811064676232941
BMI_UKBB_Loh2018,tabula_muris,Brain_Non-Myeloid.oligodendrocyte_precursor_cell,Limb_Muscle.endothelial_cell,-6.456082728739124e-09,5.416966357360051e-09,0.8833353106763447
BMI_UKBB_Loh2018,tabula_muris,Brain_Non-Myeloid.oligodendrocyte_precursor_cell,Lung.lung_endothelial_cell,-5.69228996799302e-09,4.497379698131656e-09,0.8971880130954795
BMI_UKBB_Loh2018,tabula_muris,Brain_Non-Myeloid.oligodendrocyte_precursor_cell,Skin.leukocyte,-9.664959235661911e-09,7.392317213625899e-09,0.904467146655734
BMI_UKBB_Loh2018,tabula_muris,Brain_Non-Myeloid.oligodendrocyte_precursor_cell,Mammary_Gland.endothelial_cell,-8.661050777995211e-09,6.5532728968386275e-09,0.9068555441348004
BMI_UKBB_Loh2018,tabula_muris,Brain_Non-Myeloid.oligodendrocyte_precursor_cell,Kidney.epithelial_cell_of_proximal_tubule,-7.3369881483490585e-09,5.407129208906804e-09,0.9125951088092306
BMI_UKBB_Loh2018,tabula_muris,Brain_Non-Myeloid.oligodendrocyte_precursor_cell,Large_Intestine.enterocyte_of_epithelium_of_large_intestine,-6.131940715083039e-09,4.0844274512037465e-09,0.9333606841370468
BMI_UKBB_Loh2018,tabula_muris,Brain_Non-Myeloid.oligodendrocyte_precursor_cell,Tongue.basal_cell_of_epidermis,-5.806798634800874e-09,3.8352017579348755e-09,0.9349971042940912
BMI_UKBB_Loh2018,tabula_muris,Brain_Non-Myeloid.oligodendrocyte_precursor_cell,Heart.cardiac_muscle_cell,-6.71337303368782e-09,4.200412078798343e-09,0.9450080310546262
BMI_UKBB_Loh2018,tabula_muris,Brain_Non-Myeloid.oligodendrocyte_precursor_cell,Lung.ciliated_columnar_cell_of_tracheobronchial_tree,-8.138663432720972e-09,4.470782898223844e-09,0.9656517988819324
BMI_UKBB_Loh2018,tabula_muris,Brain_Non-Myeloid.oligodendrocyte_precursor_cell,Large_Intestine.epithelial_cell_of_large_intestine,-7.83115131411148e-09,4.061920492155094e-09,0.9730688938418482
BMI_UKBB_Loh2018,tabula_muris,Brain_Non-Myeloid.oligodendrocyte_precursor_cell,Large_Intestine.Brush_cell_of_epithelium_proper_of_large_intestine,-9.64963514211164e-09,4.993771402556717e-09,0.97334086354074
BMI_UKBB_Loh2018,tabula_muris,Brain_Non-Myeloid.oligodendrocyte_precursor_cell,Liver.hepatocyte,-1.0266853683056337e-08,5.231266291599021e-09,0.9751533362959056
BMI_UKBB_Loh2018,tabula_muris,Brain_Non-Myeloid.oligodendrocyte_precursor_cell,Skin.epidermal_cell,-8.361273673534627e-09,4.207320974512234e-09,0.9765562707204428
BMI_UKBB_Loh2018,tabula_muris,Brain_Non-Myeloid.oligodendrocyte_precursor_cell,Fat.endothelial_cell,-9.415811041238035e-09,4.4945885045817834e-09,0.9819110237493668
BMI_UKBB_Loh2018,tabula_muris,Brain_Non-Myeloid.oligodendrocyte_precursor_cell,Heart.fibroblast,-9.592368459043882e-09,4.239817044955928e-09,0.9881651517782502
BMI_UKBB_Loh2018,tabula_muris,Brain_Non-Myeloid.oligodendrocyte_precursor_cell,Skin.basal_cell_of_epidermis,-8.698770304516226e-09,3.813223365613374e-09,0.9887320428751324
BMI_UKBB_Loh2018,tabula_muris,Brain_Non-Myeloid.oligodendrocyte_precursor_cell,Heart.professional_antigen_presenting_cell,-9.755383793297369e-09,4.269370799510145e-09,0.9888427037836054
BMI_UKBB_Loh2018,tabula_muris,Brain_Non-Myeloid.oligodendrocyte_precursor_cell,Limb_Muscle.macrophage,-1.558817382339946e-08,6.627450797911204e-09,0.9906651634811418
BMI_UKBB_Loh2018,tabula_muris,Brain_Non-Myeloid.oligodendrocyte_precursor_cell,Heart.endocardial_cell,-1.1168620728661438e-08,4.180706177543904e-09,0.9962239808672632
BMI_UKBB_Loh2018,tabula_muris,Brain_Non-Myeloid.oligodendrocyte_precursor_cell,Limb_Muscle.mesenchymal_stem_cell,-1.0848429847183674e-08,3.8295058452021596e-09,0.9976932753169644
BMI_UKBB_Loh2018,tabula_muris,Brain_Non-Myeloid.oligodendrocyte_precursor_cell,Mammary_Gland.stromal_cell,-1.180404764953113e-08,4.078608066647496e-09,0.9980989845688516
BMI_UKBB_Loh2018,tabula_muris,Brain_Non-Myeloid.oligodendrocyte_precursor_cell,Heart.endothelial_cell,-1.3397460366904512e-08,4.4951219174739885e-09,0.9985608469762464
BMI_UKBB_Loh2018,tabula_muris,Brain_Non-Myeloid.oligodendrocyte_precursor_cell,Bladder.bladder_urothelial_cell,-1.1697558314702121e-08,3.869082194927506e-09,0.9987500019015868
BMI_UKBB_Loh2018,mousebrain,DEGLU4,MEGLU11,2.1544936079514935e-08,5.428336966217528e-09,3.6091160659713415e-05
BMI_UKBB_Loh2018,mousebrain,DEGLU4,DEINH3,1.9740495462406257e-08,5.430036381211751e-09,0.0001387608234660797
BMI_UKBB_Loh2018,mousebrain,DEGLU4,MEGLU10,1.8661131609632998e-08,5.278736261970684e-09,0.00020377083151240004
BMI_UKBB_Loh2018,mousebrain,DEGLU4,DEGLU5,3.0730977721130183e-08,9.097238293665008e-09,0.0003650014556671079
BMI_UKBB_Loh2018,mousebrain,DEGLU4,MEINH2,2.0680608551585148e-08,6.206303155935923e-09,0.0004308202416189545
BMI_UKBB_Loh2018,mousebrain,DEGLU4,TEGLU17,1.5105689848447618e-08,4.615300292668643e-09,0.0005321390750233063
BMI_UKBB_Loh2018,mousebrain,DEGLU4,TEGLU23,1.2700458350904834e-08,3.9206758118483375e-09,0.0005990031215321036
BMI_UKBB_Loh2018,mousebrain,DEGLU4,TEGLU19,1.5876039941580414e-08,4.98647991672097e-09,0.0007267341370484598
BMI_UKBB_Loh2018,mousebrain,DEGLU4,MEGLU1,1.8160235034721208e-08,5.763344766324719e-09,0.0008135935400342003
BMI_UKBB_Loh2018,mousebrain,DEGLU4,TEINH12,1.5070210371293196e-08,4.8240154958293726e-09,0.0008920611060427258
BMI_UKBB_Loh2018,mousebrain,DEGLU4,HBSER5,1.5609008898312527e-08,5.036165917615746e-09,0.0009696195552361498
BMI_UKBB_Loh2018,mousebrain,DEGLU4,HBINH8,1.9821533484435706e-08,6.489301603568244e-09,0.0011272022303869154
BMI_UKBB_Loh2018,mousebrain,DEGLU4,MEGLU7,1.6488895015564696e-08,5.438250475514887e-09,0.0012146075420327869
BMI_UKBB_Loh2018,mousebrain,DEGLU4,HBGLU5,1.7626713248592782e-08,5.832352151681062e-09,0.001254596519540741
BMI_UKBB_Loh2018,mousebrain,DEGLU4,MEGLU3,2.275626801701611e-08,7.598417623877436e-09,0.0013728121078502382
BMI_UKBB_Loh2018,mousebrain,DEGLU4,HBGLU2,2.071861892737241e-08,6.924475416232777e-09,0.0013853955839504561
BMI_UKBB_Loh2018,mousebrain,DEGLU4,TEGLU4,1.7291050032097214e-08,5.781655573764566e-09,0.0013918100644411205
BMI_UKBB_Loh2018,mousebrain,DEGLU4,TEGLU21,2.0299590338579224e-08,6.846137864652839e-09,0.0015128459402544176
BMI_UKBB_Loh2018,mousebrain,DEGLU4,MEGLU2,2.459662918982892e-08,8.311431906978161e-09,0.0015413274546646346
BMI_UKBB_Loh2018,mousebrain,DEGLU4,HBNOR,2.6662397836562328e-08,9.039916383318492e-09,0.0015919189524158596
BMI_UKBB_Loh2018,mousebrain,DEGLU4,HBINH3,2.120161928780821e-08,7.198831788942917e-09,0.0016140052442875964
BMI_UKBB_Loh2018,mousebrain,DEGLU4,HBGLU3,1.9592315048724835e-08,6.730043367519719e-09,0.0018003776448746445
BMI_UKBB_Loh2018,mousebrain,DEGLU4,MEGLU8,1.9786803497603376e-08,6.832963147612603e-09,0.0018910471465611856
BMI_UKBB_Loh2018,mousebrain,DEGLU4,DEINH5,2.146213918249694e-08,7.656987530260591e-09,0.002531890324177848
BMI_UKBB_Loh2018,mousebrain,DEGLU4,MEINH3,1.779404189879434e-08,6.464258574716325e-09,0.002955472878792093
BMI_UKBB_Loh2018,mousebrain,DEGLU4,SCINH4,1.6607367542945458e-08,6.035288964403771e-09,0.00296424593621009
BMI_UKBB_Loh2018,mousebrain,DEGLU4,SCINH8,1.5346330501664792e-08,5.608977858332668e-09,0.003109269826533131
BMI_UKBB_Loh2018,mousebrain,DEGLU4,HBINH9,1.728252879669886e-08,6.320142896511633e-09,0.0031236075753592225
BMI_UKBB_Loh2018,mousebrain,DEGLU4,MEINH13,1.7470244312006246e-08,6.4345890293950764e-09,0.003313267462469645
BMI_UKBB_Loh2018,mousebrain,DEGLU4,OBNBL2,1.5010411685207593e-08,5.617376869267256e-09,0.0037684713110711673
BMI_UKBB_Loh2018,mousebrain,DEGLU4,HBINH5,1.4736029720219183e-08,5.566546835453604e-09,0.004057491378421585
BMI_UKBB_Loh2018,mousebrain,DEGLU4,TEGLU6,1.1768212228137893e-08,4.457776740590384e-09,0.004146174998716104
BMI_UKBB_Loh2018,mousebrain,DEGLU4,MSN1,9.652481022468693e-09,3.7043128569201083e-09,0.0045837836250608565
BMI_UKBB_Loh2018,mousebrain,DEGLU4,TEINH15,1.1463441224626222e-08,4.413366508736005e-09,0.00469611813030865
BMI_UKBB_Loh2018,mousebrain,DEGLU4,CBGRC,1.621769186934278e-08,6.253146660697203e-09,0.004749882331284002
BMI_UKBB_Loh2018,mousebrain,DEGLU4,DGGRC2,1.0296572150777394e-08,3.9708298655236894e-09,0.004756405981586539
BMI_UKBB_Loh2018,mousebrain,DEGLU4,HBINH4,1.543074777510211e-08,5.9893783717320685e-09,0.004992445032596133
BMI_UKBB_Loh2018,mousebrain,DEGLU4,SCINH2,3.435595092285698e-08,1.3386700347812268e-08,0.005137654924346965
BMI_UKBB_Loh2018,mousebrain,DEGLU4,TEINH11,1.216992212309176e-08,4.746437303327138e-09,0.00517349860928606
BMI_UKBB_Loh2018,mousebrain,DEGLU4,TEINH1,1.5116203367820378e-08,5.981345116441851e-09,0.005748395310934697
BMI_UKBB_Loh2018,mousebrain,DEGLU4,HBCHO2,1.6597864490828948e-08,6.697171612922622e-09,0.006599775363591454
BMI_UKBB_Loh2018,mousebrain,DEGLU4,DGGRC1,1.121062215860318e-08,4.532157565273866e-09,0.006688475362848854
BMI_UKBB_Loh2018,mousebrain,DEGLU4,MEINH4,2.7299115407749583e-08,1.1094542593476851e-08,0.006935447845717928
BMI_UKBB_Loh2018,mousebrain,DEGLU4,TEGLU24,1.127000217541956e-08,4.660604605258329e-09,0.00780000105511632
BMI_UKBB_Loh2018,mousebrain,DEGLU4,MEINH9,1.1776846503899977e-08,4.923174002317202e-09,0.008375573252621131
BMI_UKBB_Loh2018,mousebrain,DEGLU4,MEINH7,1.4503999585472637e-08,6.096738702420433e-09,0.008680385613472875
BMI_UKBB_Loh2018,mousebrain,DEGLU4,TEGLU5,1.035284233062514e-08,4.378031368248663e-09,0.009021719997059984
BMI_UKBB_Loh2018,mousebrain,DEGLU4,TEINH4,1.2939220595509084e-08,5.4868992120278446e-09,0.009181831041513391
BMI_UKBB_Loh2018,mousebrain,DEGLU4,TEGLU10,1.0101111723218291e-08,4.320403986221157e-09,0.009693580826168492
BMI_UKBB_Loh2018,mousebrain,DEGLU4,OBINH5,2.0025887293817254e-08,8.582945865327695e-09,0.0098183425738409
BMI_UKBB_Loh2018,mousebrain,DEGLU4,HBINH7,1.5042776349646958e-08,6.482513994377688e-09,0.010156494762065836
BMI_UKBB_Loh2018,mousebrain,DEGLU4,HYPEP1,1.503395290147814e-08,6.507590600248135e-09,0.010438044168961404
BMI_UKBB_Loh2018,mousebrain,DEGLU4,TEINH17,1.4315635733144975e-08,6.41964045701479e-09,0.01287456162577053
BMI_UKBB_Loh2018,mousebrain,DEGLU4,SCINH10,1.3191148909024046e-08,6.013524448793912e-09,0.014132797107307388
BMI_UKBB_Loh2018,mousebrain,DEGLU4,MEGLU9,1.2258115068779224e-08,5.604464024266431e-09,0.014363759330959487
BMI_UKBB_Loh2018,mousebrain,DEGLU4,HBINH2,1.5602764924029706e-08,7.151467924862794e-09,0.014563737281746468
BMI_UKBB_Loh2018,mousebrain,DEGLU4,TEGLU20,1.086576343716551e-08,4.983502665471506e-09,0.014615887063964056
BMI_UKBB_Loh2018,mousebrain,DEGLU4,TEGLU9,1.0561671079765829e-08,4.8474656816436536e-09,0.014673165956413516
BMI_UKBB_Loh2018,mousebrain,DEGLU4,DEINH6,1.6861912774447985e-08,7.88632279473117e-09,0.016253459948875167
BMI_UKBB_Loh2018,mousebrain,DEGLU4,TEGLU3,9.230289686489893e-09,4.341844640745937e-09,0.016756156319463485
BMI_UKBB_Loh2018,mousebrain,DEGLU4,MEINH12,2.8611377861402363e-08,1.34770781546675e-08,0.016878353144958464
BMI_UKBB_Loh2018,mousebrain,DEGLU4,HBGLU9,1.0749670574836775e-08,5.08247487143838e-09,0.017212993111661894
BMI_UKBB_Loh2018,mousebrain,DEGLU4,HBCHO4,1.5335380816662366e-08,7.2530370825971215e-09,0.017243152135963773
BMI_UKBB_Loh2018,mousebrain,DEGLU4,HBCHO3,1.611780602687658e-08,7.62987114421338e-09,0.01732345934737286
BMI_UKBB_Loh2018,mousebrain,DEGLU4,MBDOP1,2.8595003677845144e-08,1.375423796623982e-08,0.018808865865362498
BMI_UKBB_Loh2018,mousebrain,DEGLU4,TEINH3,2.3171836038009328e-08,1.1187895054631212e-08,0.01917227670241336
BMI_UKBB_Loh2018,mousebrain,DEGLU4,TEGLU13,9.508986709882276e-09,4.644597679773035e-09,0.020313242780982056
BMI_UKBB_Loh2018,mousebrain,DEGLU4,ENT8,1.5808140232938034e-08,7.732312772485986e-09,0.020455747106390983
BMI_UKBB_Loh2018,mousebrain,DEGLU4,TECHO,1.262565517294332e-08,6.210466800076768e-09,0.02102808218392157
BMI_UKBB_Loh2018,mousebrain,DEGLU4,TEGLU15,9.351640531334797e-09,4.633470228914676e-09,0.021781051552483163
BMI_UKBB_Loh2018,mousebrain,DEGLU4,MEGLU4,1.2662032212568007e-08,6.391803416241075e-09,0.02379678035363127
BMI_UKBB_Loh2018,mousebrain,DEGLU4,HBSER3,1.2185158726983693e-08,6.246751079818249e-09,0.025549978903260682
BMI_UKBB_Loh2018,mousebrain,DEGLU4,ENT9,8.742625759496462e-09,4.525375958433506e-09,0.026685216377145767
BMI_UKBB_Loh2018,mousebrain,DEGLU4,TEINH5,1.025011413244291e-08,5.3714560415326694e-09,0.02817905748044313
BMI_UKBB_Loh2018,mousebrain,DEGLU4,SCGLU3,1.6433351531518682e-08,8.611926828581743e-09,0.028182140060970338
BMI_UKBB_Loh2018,mousebrain,DEGLU4,TEGLU18,9.061513986768292e-09,4.860869860910981e-09,0.031148538828369376
BMI_UKBB_Loh2018,mousebrain,DEGLU4,MSN5,8.447879838877818e-09,4.618471447278747e-09,0.033688524933778836
BMI_UKBB_Loh2018,mousebrain,DEGLU4,DEINH7,1.7210399068652978e-08,9.437906458008464e-09,0.034110829278987745
BMI_UKBB_Loh2018,mousebrain,DEGLU4,HBINH6,1.3265812308007078e-08,7.3717479998134465e-09,0.03596604120099102
